cluster_id;count;timespan;gap;locations;average_length;starting_title;starting_date;ending_date;end month;end decade;Span;ending_country;starting_country;starting_location;starting_year;all_locations;all_titles;all_countries;crossed;out_date;in_date;out_city;out_country;in_city;in_country;genre;first_text
cluster_8714586;10;1536;2;4;510;;1803-08-31T00:00:00Z;1807-11-14T00:00:00Z;11;1800;year+;Sweden;Sweden;Stockholm;1803;['Stockholm', 'Uppsala', 'Falun', 'Gävle'];['Dagligt Allehanda', 'Fahlu Weckoblad', 'Weckoblad För Gefleborgs Län', 'Upsala Tidning'];['Sweden'];;;;;;;;announcement;"Förordnings 5 i. vmnämde nu prSglade Koppar&gt;stiljcmynt, eller Banquens Koppar-Wi^nynts Sedlar, betala samma Tredjedel af sina Krouo-utjkylder. 2!v Innehafware af förr brukelige Kopparsiantar och Runstycken, hwilka enligt Kongl. MajltS Rad?Ha Kungörelse af den 23 näjllcdne Julii, icke widare ärv gängse såsom Mynt, kunna efter wigt anw.inda dem til Contributioners erläggande, hwarwid de komma at godtzöraS efter Tio Skillingar Banco Specie för en mark Melualic.wigt. Z:o Riksens Standert RiksgäldS-Contoirs Koppar.Pollctter, som ester hand böra indragas, emottagas i Up"
cluster_30793387;6;1316;2;4;2530;;1806-02-15T00:00:00Z;1809-09-23T00:00:00Z;9;1800;year+;Sweden;Finland;Turku;1806;['Turku', 'Örebro', 'Stockholm', 'Norrköping'];['Åbo Tidning', 'Örebro Tidning', 'Stockholmsposten', 'Norrköpings Tidningar'];['Finland', 'Sweden'];True;1806-02-15T00:00:00Z;1806-06-14T00:00:00Z;Turku;Finland;Örebro;Sweden;stories;"rna: Herre , hwilken han likwäl snart öfwergaf af förargelse deröflver, att dennes a ej budit honom titt ett supgille,, och fort derpa priwatlärare uti Edinburg för' bottnen och Greki^an^ Sina. studier hade han tillika, ända till sitt 24:de ar^ riktat åt, $()eoU'ditn> - men wil> denna tid-^ och sedan, han öfwer all förmodanwäl öfwerfatt pä. ratin en sin iväns mediclnsta. gradual' prof, wände han sin häg, åt Läkarekonsten., Hsns ilfllga qwickhet gaf honom t alla säusiaper. rättighetens att giflva' tonen ,, och emellertid lefde han dels af repeterande, dels af inaugural dispuiatiomrs öfwerseende. Ar 1765 inrättade han en pensionsanstalt för Studenter ( brardinghoute > och gifte sig 5 men hushållning' töar olyckligtwis icke hans sak. Som wän af hen ryktbare Medicine Professorn Cullen, biträdde hall honom i egenssap af latinff Sekreterare, och öfwersäg hans handstrifter till föreläsningarna,, samt, gaf ftere sine söner namn ester h^ns både för och tillnamn: HM hade Cullen lofivat Grown en Profession i Aluerlka , huxlrcitt haw blifwit. anmodad att förestå en jAckelig man ; men sedermera mistnöjd med sin klient, som i fr.ta. Elementa Medic<m« , hwilka llkwäl ej utkomlno förr. än. ar 178.!, afwikit ifrån hans grundsatser, ock sum ej willL låna sitt namn at e.n af honom författad smädelig ffrift, bröt han sitt. löfte/ och satte sig, dfn>eit emot hans upptagande ti en Medicinst Societet. För Brown återstod b.å ej o annat än att formligen brytss^ upp med sin lärare, och på egen hand begynna hälla föreläsnmgar, som wunno> temmeligt bifall,, hwarefter han Hr 1779, blef Medicmä Doktor». Under fortfarande förföljelser af alla o fe porerna, i EdinburF, utum Bl^ck, lefde- han mei> sin talrika familj i mycket tranamat: helst han,, femte siw i öfrigt obetänksamma, hushållning,, Af t» en begyute- drick», för mycket. Ar 1785 upprättade han? en. Fri» murare loge, i den swanli^a afjtgt att warda Romersta språket och Litteraturen,, och, som det säges , icke utan framgång'. Men- h.inK wistelse t Edmburg blef nit m«a icke länglvarigare £11 till följande aret ,, da han ändtligen beslöt draga sig. undan sina missgynnares- onnlja, och. me^ 8 barn. flyttade till. Englands I, London höll ha» fö. st sina föreläsningar uti warsdhufet the: dévil tawrn, och fortsatts dem sedet'mera i ett fängelse, der han genom följderna af omattttghet i drickande och stät hushållning blifwit insatt. Medan han: der H>ifrab,e$, erhöll han kallels, först titt £ifme&tcu& hos Konungen i. Preussen, och sednare titt Professor i Padua, mtn. gick, genom andras intriger, miste om begge dessa anbud, och bedrogstillika stamkigen af Bokhandw^ne: Herr Maddison befriade- honvm wäl', på ett ädelt fatt, ar arrestcn, och Browns omständigheter syntes redan wara på wagew att förbättras; men, en dödlig siagssust. ändade den 7; Oktober. 1739 hans lef* no&; sedan han dagen förut, luid fullkomlig, helsa, som det tycktes,, börjad siw fjerde tffttoné^fur^ EngelfkG Nationen antog sig ädelmodigt hans efterlemnade: snhöriAH. H anseende till sitt politista, tänkesätt matlian. en anhängare af Stu«-artsia huse"
cluster_30793681;7;1074;2;4;790;;1801-03-11T00:00:00Z;1804-02-18T00:00:00Z;2;1800;year+;Sweden;Finland;Turku;1801;['Turku', 'Linköping', 'Falun', 'Örebro'];['Åbo Tidning', 'Linköpingsbladet', 'Fahlu Weckoblad', 'Örebro Weckoblad'];['Finland', 'Sweden'];True;1801-03-11T00:00:00Z;1801-04-15T00:00:00Z;Turku;Finland;Linköping;Sweden;stories;"et. Wj^egrcrne wid Afrikanska kusicn undra högeligm, hwarföre de Crtinwiffe handlan» de sä mycket efterfråga El <fantslä,,d«.r. Det är omöjligt, at öswertyga bent T' om rätta bruset af elfenben, Om de ock n>erfclig ? n förmås at tro, det knifskaft, kammar m. m. deraf fö'. färdigas, sä äro be dock ej med dcnna underrättelse belåtne, utan hälla före, at man mcd flit doljcr det egentliga eller nigtigastc bruket af denna »vara, pä det ej des pri? måtte stegras. Det är för detta folk obegripligt, at man lan företaga sig at bygga stora ssepp, och göra länga och farliga resor, i afsigt at hämta en wara, f;\nlig cndast til knifffaft, hwartil et siyckc träd kunde göra fullt ut lika ga"
cluster_6840807;5;1022;2;4;1250;;1805-02-09T00:00:00Z;1807-11-28T00:00:00Z;11;1800;year+;Sweden;Sweden;Linköping;1805;['Linköping', 'Falun', 'Uppsala', 'Örebro'];['Fahlu Weckoblad', 'Linköpingsbladet', 'Upsala Tidning', 'Örebro Weckoblad'];['Sweden'];;;;;;;;stories;". Intet af att det som syftar til Oskuldens helgd, Sr föraktligt och lägt; det är smä warsamhetssteg, som ofta bewaru te största dygder. Blygsamheren gifwer wärde ät fawörer, och behag St asstaget. Den sanna kärleken äger i sjelfwa werk,t det, som blotta blygsamhe. ten bestrider honom; denna blandning af swcghet och modesti gör ho« nom rörande och mera öm; ju mindre han wlnner, ju n era ökas wärVet af det han »vinner, och det är sä, som han njuter pä en gäng af sina saknader och sina nöjen. Förgäfwes mafferar sig lasten; förgäf. wee döljer hon sig i mörker; hon stär stämplad pä den brottstiga pan. nan. En Qwmnas djerfhet är et afgjort tecken til hennes »vanära; hon rodnar ej mera derföre at hon äger altförmycket at rodna öfwer; och — om nägon gäng blvgsamheren öfwerlefwer kyskheter.; hnad skal man dä tänka om Ryftheren när Vlyg^nchercn är stäctt? Ljuswa Blygsamhet! Du kärlekens högsta njutning! Hwilka be. hag förlorar ej Qwinnan,i det ögonblick hon saknar dig! Huru män. ga, om de kände din sörmäga, skulle icke omsorgs ullt söka u» bewara dig, om icke genom ärdmhet, ät^instone genom kotteri af dygd. Men Blygsamheten är ej en rol, som kan spelas efter behag. Ingen list giflveö mera löjlig, än at wilja härma den, utan at äga henne. Wid"
cluster_30850031;6;927;1;4;1628;;1806-06-18T00:00:00Z;1808-12-31T00:00:00Z;12;1800;year+;Sweden;Finland;Turku;1806;['Turku', 'Linköping', 'Kalmar', 'Jönköping'];['Åbo Tidning', 'Linköpingsbladet', 'Calmarposten', 'Jönköpings Tidning'];['Finland', 'Sweden'];True;1806-06-18T00:00:00Z;1806-09-17T00:00:00Z;Turku;Finland;Linköping;Sweden;stories;"rswaW' mig' med' mod odj. fräst. Jag fa of?i)(öt'g> ; det kan icke felas «r ställ att: unkanrädja den genoms breftmt nulckta iwötanfen. Men. ni statt förswara mig» med/ ännu större, styrka, om jag., först ölwertygar er f/elf dnom, att jag afwen i : ; det, svm t,;rannerne lägga mig sii gryl«t till last, är ostyldig. Men swär, att. ni. intet biuk stall göa'a af det jag« förtror et"". ? Jag begriper er icke, men. jag swär: ? Wet da, att icke jag, utan min syster, - har stlifwlt der bref> som hotar ost med döden. Ingen billig dymstol kan fälla off; men |Ter det,, sa will. jag b*ö. for min syster. Jag är ogift; men min syster har fyra 0upp.fostrade.barn', som behöflva en moders ward , och denna ward är dem i wa« ra. olyckliga tider, dubbelt nödw^ndig. Jag. dör för min syster, Ehauveau. stod, full af beundran. Han fag .. hjeltinnans> sällsynta ståndaktighets och wagade hwarken förmå henne att ändra sitt bestut, ej heller inför blod»ätten bryta sin ed. Den höga känsian af oskuldens. förfwar> uppeldade, hans »dl»' tålighet;- men'Iphige»na dömdes till grillolinen. Hon underglck döde» med samma mod, hlwnrmed hon fattar sitt be|lut att uppoffra sig. Chauveau hade i sin if»« tält för starkt emot blodrätten: han blef sjelf mistlänkl, och. innom fa månader måste äfwen ha» ga till afrättsplatsen. 5D?en; den nom förtrodda hemligheten tog han icke med sig i . grafwen. Han upptäckte den iiman. fm bortgång at en wän. Göm den, sade han, tills bättre tider tillä» ta tug, ack yppa för werlden detta sällsynta exempel af qti>in!?(ig uppoffring, och hes migre. fa ädlare mennijljQK. wäcka den upplyftande, känstan, att det ges Ar, titt äfwen. l, mara tide"
cluster_1436726;5;904;1;4;724;;1807-06-12T00:00:00Z;1809-12-02T00:00:00Z;12;1800;year+;Sweden;Sweden;Göteborg;1807;['Göteborg', 'Örebro', 'Linköping', 'Kalmar'];['Götheborgs Allehanda', 'Linköpingsbladet', 'Calmarposten', 'Örebro Tidning'];['Sweden'];;;;;;;;stories;"lstadt, en by uti Siveits, «id foten af berget Jura, ser man en kyrkogärd, som framställer en sann bild af de elyseista fälten. Grafwarne der aro prydde med förgyldta kors: neglikor och fiolblommor kringsprida sina balsanuska ängor uti denna dödens trägård, omhägnad, i stället för mur, af höga med bustar bewäxta klippor och landtligt dekorerade kullar. Jag ser.aldrig denna kyrkogård, utan att upprepa Osiians önskan: ""I, sager han, som ännu njuten solstrimman och liftvtt, bercden mitt stoft ett hwilostalle ivid besia klippor, pä någon af besia kullar. Matte den yfwiga hasielbuffen omgifwa der, den suckande eken, ewigt grön, öfwerffpgga det, och en backs ljufwa sorl langtifrän hökås!"" — Lät min sista blick fastas pä den wackra naturenl"
cluster_6796337;5;739;1;4;692;;1799-03-09T00:00:00Z;1801-03-18T00:00:00Z;3;1800;year+;Sweden;Sweden;Falun;1799;['Falun', 'Gävle', 'Uppsala', 'Stockholm'];['Dagligt Allehanda', 'Fahlu Weckoblad', 'Weckoblad För Gefleborgs Län', 'Upsala Tidning'];['Sweden'];;;;;;;;announcement;"om har haft den sviinerllga Iccfon wid de stega Hot t Eurooa, ar i W^r bilda be r.u Regerande Monarker, efter lWroarde ocflotr och I fukkomlig kroppsstorlek. »il pä en kort tid hafwa den äran. at wisa nägra «f honom förfärdigade Stocken, som bcstä i er stort konstigt inrättadt Cadineir. of nägra och qc&gt; i Wax förfärbiaabe Figurer; hwari man ser Romerske Kejsaren med de§ Ge» mäl, Kejsar Josr?h ben e?b«, nu regeranbr Kejsaren och Kejsarinnan vi Rybland, Konungen al Dan» mark, Konungsrne och Oioitnlngarne af Soanien, Portugal, Sa"
cluster_4404038;4;510;2;4;1005;;1807-08-19T00:00:00Z;1809-01-10T00:00:00Z;1;1800;year+;Sweden;Finland;Turku;1807;['Turku', 'Örebro', 'Karlstad', 'Stockholm'];['Åbo Tidning', 'Stockholmsposten', 'Carlstads Tidning', 'Örebro Tidning'];['Finland', 'Sweden'];True;1807-08-19T00:00:00Z;1807-09-05T00:00:00Z;Turku;Finland;Örebro;Sweden;advice;"händerne pä Herr Vauqvelin, och gas honom anledning att undersöka desi sammansättning. Till utseendet war wätstan hwit, mjölklit och ogenomstinlig, till smaken best och till lukten lik twal. Pä desi yta wisade sig ett gräddlikt ämne, och Lakmustincturen som deraf starkt rodnade, utwisade närwarelsen af en syra. Herr Vauqvelin trodde derföre i början medlet besia blott af en twalupplösning, som genom någon syra bllfwit decomponerad, men ytcerligare försök utredde bestaffenheten närmare. Genom dem kunde wäl icke bestandsdelarnes proportioner' fullkomlige» bestämmas, men det btef dock sannolikt, att elt dylikt medel kan pä följande sätt tillredas: Man upplöser i watten twal och starkt lim eller nägol annat geleeakcigt ämne, och blandar till denna solution en upplösning af alun/ som genom decomposillon åstadkommer en fällning som bestäe af olja, aluu och ett animalistt ämne; derefter tillblandas utspädd swafwelsyra för att upplösa en del af alunen, göra fällningen lättare och hindra >en att sätta sig till botten. Som likwäl den alun, hwilken en gäng mgätt förening med oljan och det animalista ämnet, ej hel och hallen upplöses t fwafwelsyran, sa sörblifwer oljan ständigt ogenomstinlig och flyter hwarkeu ofwanpa eller sätter sig ned till bottnen. Det förstas af sig sjelf, att man icke far tillspäda allt för mycket swafwelsyra; och ehuru Herr Vauqvelm för öfrigl icke tilltror sig att försäkra det han påfunnit alldeles samma t ill rednings sa t t som nyttjas af medlets uppfinnare, wet han dock att genom den uppgifna methoden ecc medel winnes af fuUkomligen lika hestaffenhet. och egenstape"
cluster_4405241;4;454;1;4;772;;1802-08-28T00:00:00Z;1803-11-25T00:00:00Z;11;1800;year+;Sweden;Finland;Turku;1802;['Turku', 'Örebro', 'Norrköping', 'Stockholm'];['Åbo Tidning', 'Inrikes Tidningar', 'Norrköpings Tidningar', 'Örebro Weckoblad'];['Finland', 'Sweden'];True;1802-08-28T00:00:00Z;1802-09-11T00:00:00Z;Turku;Finland;Örebro;Sweden;stories;Officer i Frankrike wid namn de (gunorre hade under sina fälttag pä <£or£t\i ädragic sig- en rheumatist gift/, som efterhand beröswade honom bruk<t af fina sintrar, händer/ fötter och stuttigen efter grnfliga plågor äftoen af sin u»» dra 6dft/ hwarwid han tillika förlorade sin syn., Han tillbragce flera ar i eu lunsiol, utan att njuta ett enda ögonblicks sömn, ehuru han tog de starkaste dosor af opium. Till, |7ut k^nde han sörpla blott lttet köttsoppa och wiu genom en li' tm lucka, som. njar lemnav mellan de öfra och nedra tände» na. Han lat ta ut ännu ett par frauttander, som sätte hon-om l stånd att fritt tala, ~ och> ulcdelst ett rör njura soppor och afwcn ha.kadt kött. Hans kropp llknade ett flagé' lenvande bildstod,, och, utgjoroe blott ert e.,oa stycke: alfa knotor woro liksom fastlödde wid. hwaraidra. Oakcaot de
cluster_5679156;6;427;1;4;629;;1806-02-12T00:00:00Z;1807-04-15T00:00:00Z;4;1800;year+;Sweden;Sweden;Visby;1806;['Visby', 'Norrköping', 'Kalmar', 'Karlskrona'];['Nytt Och Gammalt', 'Carlscronas Wekoblad', 'Norrköpings Tidningar', 'Calmarposten'];['Sweden'];;;;;;;;announcement;er. Undertecknad svin gjort sig känd här i Riket långt för detta, och magar smickra stg med dek hopp, att hafwa »vunnit en wördad Allmänhets förtroende, sillbjuder Malmö Glads inwauare, under sick mistande derstädes, sin tjenst nied följande: 1. Urtager hail alla obrukbara och ssadade tänder och rötter, hwilka ofta knalla ästadUomma smara följder. 2. Insätter han n
cluster_8269954;5;422;1;4;503;;1806-09-10T00:00:00Z;1807-11-06T00:00:00Z;11;1800;year+;Sweden;Sweden;Norrköping;1806;['Norrköping', 'Karlskrona', 'Visby', 'Stockholm'];['Dagligt Allehanda', 'Nytt Och Gammalt', 'Carlscronas Wekoblad', 'Norrköpings Tidningar'];['Sweden'];;;;;;;;announcement;"illbjuder sin l&gt;enst uti följande: 1 v, Utlagas alla obrukbara och skadade tänder och ritter, hwilka ofta kunna åstadkomma swära följder; 2ido, insättas nya tänder me» önjkliaaste gagn och följder, hwilka ej kunna Mas ifrån de naturliga; 3:0, göres alla möjliga tand? operationer som fordras wid tandsjukdomar, samt 4.0, meddelas säkra approbcrode inedel till deras ans och skötsel, och försäkras att mcd all accurare§e nu sa wäl son» förr gä dem tillhanda som heöra mig med sitt förtroend"
cluster_2158938;12;392;1;4;948;;1800-08-23T00:00:00Z;1801-09-19T00:00:00Z;9;1800;year+;Sweden;Sweden;Linköping;1800;['Linköping', 'Norrköping', 'Jönköping', 'Karlskrona'];['Carlscronas Wekoblad', 'Norrköpings Tidningar', 'Linköpingsbladet', 'Jönköpings Allahanda'];['Sweden'];;;;;;;;announcement;"t. Operatevren ^Phikrp Ztwi ifr^n Götheborg^ckan medlie inäst pZliteltLa in» Ztvs doccumentera sin sticklighet, och iväg ar derföre hos denna Stadens Hög^Ri, -spectiwe Znnewänare sigödnrjukeligen rccommendera. Han insätter sä wäl sarstildta Tänder, som hela rader dckraf, utan' min» sta smärta. Desia tänder, som til utseendet ej frän -natuttiga kunna ätstiljas, göra och med dcye samnm nytta. Äfwen uttager hsn med mycken fermite Lg» g&gt;ir och däliga Tänder. Han renar c.H jjoltrar Tänder,, samt plom.berar de idällige med Guld eller Bly. Hos honom sinnes ock et Tandvukfwer som gör Tänderna rena utan at stada emarllen; samt en Tinetur som stärker 'Tand, köttet och gör at^ lösa Tänder fastna, tamt bärttagcr all störbjugg., och förtas ger ond ande. Afwen curerar han alla sorter Tand-sjukdomar. Liktornar af alla stag, bärttager chan med mycken färdighet-, Atan at'd«rwid minsta smärta märkes. Jmvuxna naMr utstär ban mco färdeleö lätthet» och det sä, et de framdeles wä,ra rät"
cluster_6795468;6;374;1;4;485;;1800-04-30T00:00:00Z;1801-05-09T00:00:00Z;5;1800;year+;Sweden;Sweden;Göteborg;1800;['Göteborg', 'Linköping', 'Falun', 'Karlskrona'];['Fahlu Weckoblad', 'Carlscronas Wekoblad', 'Götheborgs Allehanda', 'Götheborgs Tidningar', 'Linköpingsbladet'];['Sweden'];;;;;;;;announcement;. ofta erfarit, huruledes ben länca lid af Tjugo är, hwilken enligt Lagens stadgande utr 12 §. af 9 Cap. Han'el6.Balken kan framffrida, utan at en under sädan ttd aldeles fortigat, fäledcs icke krafd eller anmäld fordran nugot af dess gällande och betalningsgilda kraft förlorar, gifwtt anledrung til längwariga Rättegängar, stundom berett tilfällen for nunbre samwetSöma Borgenärer, at framkomma med twätydiga, om icke onr» tiga fordringar, fantt blottstält Gäldenärer för obilliga ans
cluster_31457836;45;168;1;4;718;;1805-08-31T00:00:00Z;1806-02-15T00:00:00Z;2;1800;year;Sweden;Sweden;Stockholm;1805;['Stockholm', 'Karlstad', 'Göteborg', 'Visby'];['Stockholmsposten', 'Carlstads Tidning', 'Inrikes Tidningar', 'Götheborgs Allehanda', 'Dagligt Allehanda', 'Posttidningar', 'Nytt Och Gammalt'];['Sweden'];;;;;;;;announcement;ryckeriet i örebro har utkommit: Ällmin HuShZllS- och Konstbok, eller Samling af utwatda fJreifriftev till HnöhZllareS, HandtwerkareS, Konstnärers och KoniiälstareS lienst, af Hochheinier,, dswersalt i Sammandrag efter z:^je Tysta Ueplaza». Uti denna Bok har man sökt sanila de nyaPe, nyttigaste och säkraste upptäckter i Hushållningen sanit Stffiilige Slöjcer och Konster, och fastän »nan i synnerhet ha't afseende pä hwad som kan förefalla i Hushällningen, stola likwäl Konstnärer och .Konstälskare finna Atffilligt, som kan tjena till teras nptta och nöje. ÖswersAtinmgei! innehäller 600 A Nu klar »led bifogad! Register, och säljeS till det lindriga pris.t af 1 3v. 16 |j R g^ds, bunden i w. b. hos Bokhandl. Utter i Stockyol
cluster_30721923;16;49;;4;1002;;1803-04-01T00:00:00Z;1803-05-20T00:00:00Z;5;1800;year;Sweden;Sweden;Stockholm;1803;['Stockholm', 'Göteborg', 'Turku', 'Gävle'];['Dagligt Allehanda', 'Inrikes Tidningar', 'Götheborgs Allehanda', 'Götheborgs Tidningar', 'Götheborgska Nyheter', 'Åbo Tidning', 'Weckoblad För Gefleborgs Län'];['Sweden', 'Finland'];True;1803-04-22T00:00:00Z;1803-04-27T00:00:00Z;Göteborg;Sweden;Turku;Finland;announcement;", at ansökningar derom kunna til Fullmägriges Laneellie ju st-rr de§ häldre inlemnas och insändas, och at den, som til en sä bestaffad bewakning i Skären och wid kuKerne pröfwas wara sticklig och pälitlig samt af Fullmägtige antageS och evn« stitueraS, kommer at åtnjuta icke allenast för fig och sit Folk lika hägn och förswar, som andra Tullbe» tjente, samt erforderlig handräckning fä wäl af wederbörande EmbetSmtn, fom i synnerhet af wederbörande Tull-Kammare, Jagt-Lieutenanter och UpsyningtmSn samt öfrige Tullbetiente, utan ock til sin er« sättning den i Författningarne utstakade atbol i alla de bestag, hwilka genom hans tilsyn och ätg»r&gt; kunna åstadkommas och wcrkställas, belöpande samma andel för beflagaren af sörbrutne dömda förbudna waror til 60 procent och as lofgisne til 50 dito samt af böterne i det ena och andra fallet likaledes hälften eller 50 procent, hwarförutan honom warder försäkradt, at om han i denna tilsyn Ådagalägger drift och »verksamhet, han stal! hafira at förwänta innom Tull-Werket den befordran, som hans sticklighet och roåte för hällande förtjena. Stockbolm den 2S Mar"
cluster_31500089;37;49;;4;1113;;1805-01-02T00:00:00Z;1805-02-20T00:00:00Z;2;1800;year;Sweden;Sweden;Visby;1805;['Visby', 'Stockholm', 'Göteborg', 'Linköping'];['Nytt Och Gammalt', 'Dagligt Allehanda', 'Götheborgs Allehanda', 'Inrikes Tidningar', 'Linköpingsbladet', 'Posttidningar'];['Sweden'];;;;;;;;announcement;"ill faln finnes: Mandagen den ellofte och följande dagar uti nästkommande Febrnarti månad, later undertecknad, genom offentelig auktion, nri Halm» stads Stad, försälja etc varti af cirkaEu Hundrade Talar Engelsta Manufactur-Waror, ber. gade ifrån dek, wtd Tönnersö strand ar &gt;uc&gt;; i Oktober månad, försl chade Engelsta 5rigg. stepp Nancy, kommande fran Hull, bestae- de af: zits, sammet, manschester, kläden, casemir, swandun, frisade, doffel, flanell, whitnes, tW long, elamin, swanbey, morons, byx- och wästtyger, hwitå bomulls säng- lächen, kamelotter, bomulsscharlar, hwitt bomuis-lärn, nanquin, kipperk, ewerlasting, siden- bvmnls- ocb kra. strumpor, rakkniswar, filar och annat siälardeke, färgadt och hwitt Engelffc stan-tyg, lack, sturna korkar och törarbeladl silfwer m. m. Försälgningen af delta gods ster till ezcpvrkation, köVärne obekagir, att sjelfwe"
cluster_31434157;7;7;;4;1807;;1808-11-24T00:00:00Z;1808-12-01T00:00:00Z;12;1800;week;Sweden;Sweden;Stockholm;1808;['Stockholm', 'Uppsala', 'Göteborg', 'Norrköping'];['Posttidningar', 'Dagligt Allehanda', 'Upsala Tidning', 'Götheborgs Allehanda', 'Norrköpings Tidningar', 'Götheborgs Tidningar'];['Sweden'];;;;;;;;news;"nderdäoigste Rapport. Min sista underdåniga Rapport afgick härifrån ben zi October med Ofwerste-Hieutenanken, Öfwer-Adjutanten och Riddaren Martinau. Utaf ben första af be i nnderdänighet bifogade Fjerde Brigad-Chefens Rapporter af den z innew., täcktes Eders Kongl. Majestät allernädigst inhämta ett mera deta.llerat förlopp om affairen wid Wirda pasi den 2/ sistl. Ocrober, förlusten fa wal ä Swensta fom fiendtliga sidan, samt huru Eders Kongl. Majestäts tapper troppar wid 4:de Brigaden under sin förrjenstfulla BefälhafwareS anförande och i följs af dest goda mililairista dispositioner, afflagit ett, t stöd ps en mängvubbel ölwerlagsenhet, med säkerhet wägadt anfall, i anledning hwaraf jag allerunderdänigst fördristar mig uti Eders Kongl. Majestäts nådiga åtanka innefluta sä »väl Brigad-Chefen sjelf, som Le hwilka under honom hafwa pä stridsfältet utmärkt sig. Af Rapporten N:o 2, frän samma hand, täcktes Eders Kongl. Majestät allernadigst finna ds orsaker som Granlätir Brigad-Chefen Sandels alt, nied bibehållande af Förposter uti Wierimä, draga sin styrka till Galaim, z mtl bakom Joensalmi, samt hwad förswar sa wäl der som »li kringliggande trakter och Carelen kan för närwarande päpakoas; och är det att förmoda, det nämnde Brigad Chef för bristande fourage redan sett sig nödsakad att draga sina troppar till Rissilä. Deu 5 innew. attaquerade fienden wara posteringar wid Sipp» past, framför Ka» lajocki, forcerade b«m genom en käng kanonad att draga sig tillbaka, hwarigexwm han fick tillfälle lägga bro öfwer Tippo A, hwar, ester fienden ben 6 middagStiden, a nyo anföll förposterna och nödgade dem repliera pa hufwudsiyrkan, fom stod norr om Kalajocki ström. Här fortsatte fienden fia eld hela denna samt äfwen de 2:1« påföljande dagarne, utan nägon werkan, ehuru wäre troppar bestötoS fa wäl af Artilleri fom Infanteri, dock fick han tillfälle under benn» tiben , att lägga bro öfwer strömmen en mil öster om Alawiesta Kyrka, samt att ber ga öfwer me"
cluster_6844910;5;7;;4;1185;;1801-12-24T00:00:00Z;1801-12-31T00:00:00Z;12;1800;week;Sweden;Sweden;Uppsala;1801;['Uppsala', 'Göteborg', 'Norrköping', 'Falun'];['Fahlu Weckoblad', 'Götheborgs Allehanda', 'Norrköpings Tidningar', 'Götheborgs Tidningar', 'Upsala Tidning'];['Sweden'];;;;;;;;news;"are pä möjligheten af en händelse, dcn konsten wäl föresög men, ehuru biträdd af dcn warmaste tilgjsrvenhet, dock ej kunde afwända. Konungen, hwilken om sjelswa fallet gerast erhällit kunssap, befalte Desi förste tjenstgörande Lif-Med:cus, at olördröjeligen begif. wa stg til stället; samt lät enahanda order afgä til General-Direktö- ren v. Sultzcnheim i Stockholm; hw^rcfter sa wäl Hans Maj^t som HenneS Maz:t Drottningen, en kort stund efter inhämtad underrätte!, se, begäswo Sig hit til Staden, hwarest ankoinsien ssedde i gär eftermtddagen. Deras Maj-ttr äter&gt;'ög) Sine Höga Anförwanter för sent at hjelpa, der människors hjelp war öfwerflödig; för tidigt at trösta, der männiffors tröst är otilräckelig; men mä hända i en wäl afpatzad stund för at med det mest listiga deit-^gande mildra de första och mest försträckande intryck, som detta hastiga dödsfall »verkat hos efterlefwande Maka och Barn. 5Disie äkerwända nu til Stockholm, och förölifwa ter tils widare. Dit kommer äfwen dcn Högsisalige Arf.Furstenö Lik at söraS, för at framdeles öfwerbringc!6 til Tyskland. Deras Kongl. Maj ter afresa härifrän dcn 19 {ii Wcsteräs/ samt lära den -o ätcrkomma til Huflrudstade"
cluster_8266825;6;7;;4;1790;;1808-09-28T00:00:00Z;1808-10-05T00:00:00Z;10;1800;week;Sweden;Sweden;Stockholm;1808;['Stockholm', 'Uppsala', 'Göteborg', 'Norrköping'];['Dagligt Allehanda', 'Inrikes Tidningar', 'Götheborgs Allehanda', 'Norrköpings Tidningar', 'Götheborgs Tidningar', 'Upsala Tidning'];['Sweden'];;;;;;;;news;"ember. . ,t«thellaxen m. in. Bvrgenstjk-rna är dm 20 i&gt;«ine? härifrZn afrc-ff. SbnhI. Majestät har erhållit följande underdäniza Rapport frän General-Majoren m. in. Grefwe?*»tingshauscn af den 19 inneivarande: Allcrunderdani g st c Rapport. Nki min sista undcrdsnjgffe Rapport af den 17 deni i, hade jaz nåden i undervänighet rapportera, vet Cvroserne höllo po att d barquera. Gardes-Bataillonernes och K »nobergs Regementes Jagare fram« ryckte titt tvkalax Capell, hw ar i frän nödige posteringar utsatta. Underrättelser inlupo, att fienden samlat en betydlig !!yrka kring Helfinge och denna trakt, samt hade omkring 16 canoner. Kl. 6 atkaqu^radeS sorpojrerve wid kokalax, co.unei^erade af Majören wid Eders Kongl. Majestäts Lifgarde till häst Arwedson. Oe woro formerade utaf ,mk ing zo? Jagare, anförde af Capitenen wid Eders Kongl.Ma e»jt5Lifgarde till fot Baron kag.rbttke, samt Capiten Rudbe^ wid Kronobergs Regemente. Fiendens styrka wac emellan 3 a 400 man, 2:ne ca oner och 1 haubiy. Affairen warade till kl. mot 8, dä mörkret stutade den och förpost-kedjan bibehöll fin ställning. Gar?es-Batai!lonerne och Kronobergs Regemente samt Ca &gt;a^» k"
